scope,model_name,seed,fold_id,test_subject,true_class,pred_class,count
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,0,4,0
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,1,0,0
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,1,1,20
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,1,2,0
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,1,3,0
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,1,4,0
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,2,0,3
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,2,1,3
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,2,2,14
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,2,3,0
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,2,4,0
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,3,0,7
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,3,1,10
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,3,2,1
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,3,3,2
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,3,4,0
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,4,0,0
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,4,1,0
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,4,2,0
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,4,3,0
fold,channel_shared_posres_attention_v3_no_residual,42,2,2,4,4,20
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,0,0,20
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,0,1,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,0,2,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,0,3,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,0,4,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,1,0,1
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,1,1,18
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,1,2,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,1,3,1
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,1,4,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,2,0,14
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,2,1,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,2,2,6
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,2,3,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,2,4,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,3,0,15
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,3,1,2
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,3,2,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,3,3,3
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,3,4,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,4,0,1
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,4,1,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,4,2,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,4,3,0
fold,channel_shared_posres_attention_v3_residual_only_mlp,42,2,2,4,4,19
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,0,0,20
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,0,1,0
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,0,2,0
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,0,3,0
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,0,4,0
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,1,0,1
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,1,1,18
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,1,2,0
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,1,3,1
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,1,4,0
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,2,0,4
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,2,1,0
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,2,2,15
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,2,3,1
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,2,4,0
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,3,0,15
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,3,1,1
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,3,2,0
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,3,3,4
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,3,4,0
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,4,0,1
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,4,1,0
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,4,2,0
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,4,3,0
fold,channel_shared_posres_attention_v3_no_identity,42,2,2,4,4,19
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,0,0,20
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,0,1,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,0,2,0
fold,channel_shared_posres_meanpool_v3_no_attention,42,2,2,0,3,0
