scope,model_name,seed,fold_id,test_subject,true_class,pred_class,count
fold,rescnn_bigru_attention_lite_v1,42,1,1,0,1,4
fold,rescnn_bigru_attention_lite_v1,42,1,1,0,2,9
fold,rescnn_bigru_attention_lite_v1,42,1,1,0,3,1
fold,rescnn_bigru_attention_lite_v1,42,1,1,0,4,6
fold,rescnn_bigru_attention_lite_v1,42,1,1,1,0,0
fold,rescnn_bigru_attention_lite_v1,42,1,1,1,1,19
fold,rescnn_bigru_attention_lite_v1,42,1,1,1,2,1
fold,rescnn_bigru_attention_lite_v1,42,1,1,1,3,0
fold,rescnn_bigru_attention_lite_v1,42,1,1,1,4,0
fold,rescnn_bigru_attention_lite_v1,42,1,1,2,0,0
fold,rescnn_bigru_attention_lite_v1,42,1,1,2,1,0
fold,rescnn_bigru_attention_lite_v1,42,1,1,2,2,20
fold,rescnn_bigru_attention_lite_v1,42,1,1,2,3,0
fold,rescnn_bigru_attention_lite_v1,42,1,1,2,4,0
fold,rescnn_bigru_attention_lite_v1,42,1,1,3,0,0
fold,rescnn_bigru_attention_lite_v1,42,1,1,3,1,0
fold,rescnn_bigru_attention_lite_v1,42,1,1,3,2,3
fold,rescnn_bigru_attention_lite_v1,42,1,1,3,3,6
fold,rescnn_bigru_attention_lite_v1,42,1,1,3,4,11
fold,rescnn_bigru_attention_lite_v1,42,1,1,4,0,0
fold,rescnn_bigru_attention_lite_v1,42,1,1,4,1,0
fold,rescnn_bigru_attention_lite_v1,42,1,1,4,2,0
fold,rescnn_bigru_attention_lite_v1,42,1,1,4,3,0
fold,rescnn_bigru_attention_lite_v1,42,1,1,4,4,20
fold,lee_style_cnn_lstm_2d_v1,42,1,1,0,0,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,0,1,20
fold,lee_style_cnn_lstm_2d_v1,42,1,1,0,2,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,0,3,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,0,4,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,1,0,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,1,1,20
fold,lee_style_cnn_lstm_2d_v1,42,1,1,1,2,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,1,3,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,1,4,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,2,0,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,2,1,16
fold,lee_style_cnn_lstm_2d_v1,42,1,1,2,2,3
fold,lee_style_cnn_lstm_2d_v1,42,1,1,2,3,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,2,4,1
fold,lee_style_cnn_lstm_2d_v1,42,1,1,3,0,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,3,1,3
fold,lee_style_cnn_lstm_2d_v1,42,1,1,3,2,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,3,3,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,3,4,17
fold,lee_style_cnn_lstm_2d_v1,42,1,1,4,0,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,4,1,9
fold,lee_style_cnn_lstm_2d_v1,42,1,1,4,2,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,4,3,0
fold,lee_style_cnn_lstm_2d_v1,42,1,1,4,4,11
fold,controlled_flatten_mlp,42,2,2,0,0,20
fold,controlled_flatten_mlp,42,2,2,0,1,0
fold,controlled_flatten_mlp,42,2,2,0,2,0
fold,controlled_flatten_mlp,42,2,2,0,3,0
fold,controlled_flatten_mlp,42,2,2,0,4,0
fold,controlled_flatten_mlp,42,2,2,1,0,2
fold,controlled_flatten_mlp,42,2,2,1,1,18
fold,controlled_flatten_mlp,42,2,2,1,2,0
fold,controlled_flatten_mlp,42,2,2,1,3,0
fold,controlled_flatten_mlp,42,2,2,1,4,0
fold,controlled_flatten_mlp,42,2,2,2,0,18
fold,controlled_flatten_mlp,42,2,2,2,1,0
fold,controlled_flatten_mlp,42,2,2,2,2,2
fold,controlled_flatten_mlp,42,2,2,2,3,0
fold,controlled_flatten_mlp,42,2,2,2,4,0
fold,controlled_flatten_mlp,42,2,2,3,0,18
fold,controlled_flatten_mlp,42,2,2,3,1,0
fold,controlled_flatten_mlp,42,2,2,3,2,0
fold,controlled_flatten_mlp,42,2,2,3,3,0
fold,controlled_flatten_mlp,42,2,2,3,4,2
fold,controlled_flatten_mlp,42,2,2,4,0,3
fold,controlled_flatten_mlp,42,2,2,4,1,0
fold,controlled_flatten_mlp,42,2,2,4,2,0
fold,controlled_flatten_mlp,42,2,2,4,3,0
fold,controlled_flatten_mlp,42,2,2,4,4,17
fold,controlled_stats_mlp,42,2,2,0,0,20
fold,controlled_stats_mlp,42,2,2,0,1,0
fold,controlled_stats_mlp,42,2,2,0,2,0
fold,controlled_stats_mlp,42,2,2,0,3,0
fold,controlled_stats_mlp,42,2,2,0,4,0
fold,controlled_stats_mlp,42,2,2,1,0,1
fold,controlled_stats_mlp,42,2,2,1,1,19
fold,controlled_stats_mlp,42,2,2,1,2,0
fold,controlled_stats_mlp,42,2,2,1,3,0
fold,controlled_stats_mlp,42,2,2,1,4,0
fold,controlled_stats_mlp,42,2,2,2,0,11
fold,controlled_stats_mlp,42,2,2,2,1,0
fold,controlled_stats_mlp,42,2,2,2,2,9
fold,controlled_stats_mlp,42,2,2,2,3,0
fold,controlled_stats_mlp,42,2,2,2,4,0
fold,controlled_stats_mlp,42,2,2,3,0,14
fold,controlled_stats_mlp,42,2,2,3,1,2
fold,controlled_stats_mlp,42,2,2,3,2,0
fold,controlled_stats_mlp,42,2,2,3,3,4
fold,controlled_stats_mlp,42,2,2,3,4,0
fold,controlled_stats_mlp,42,2,2,4,0,2
fold,controlled_stats_mlp,42,2,2,4,1,0
fold,controlled_stats_mlp,42,2,2,4,2,0
fold,controlled_stats_mlp,42,2,2,4,3,0
fold,controlled_stats_mlp,42,2,2,4,4,18
fold,controlled_all_channel_1d_cnn,42,2,2,0,0,18
fold,controlled_all_channel_1d_cnn,42,2,2,0,1,0
fold,controlled_all_channel_1d_cnn,42,2,2,0,2,2
fold,controlled_all_channel_1d_cnn,42,2,2,0,3,0
fold,controlled_all_channel_1d_cnn,42,2,2,0,4,0
fold,controlled_all_channel_1d_cnn,42,2,2,1,0,0
fold,controlled_all_channel_1d_cnn,42,2,2,1,1,20
fold,controlled_all_channel_1d_cnn,42,2,2,1,2,0
fold,controlled_all_channel_1d_cnn,42,2,2,1,3,0
fold,controlled_all_channel_1d_cnn,42,2,2,1,4,0
fold,controlled_all_channel_1d_cnn,42,2,2,2,0,0
fold,controlled_all_channel_1d_cnn,42,2,2,2,1,0
fold,controlled_all_channel_1d_cnn,42,2,2,2,2,20
fold,controlled_all_channel_1d_cnn,42,2,2,2,3,0
fold,controlled_all_channel_1d_cnn,42,2,2,2,4,0
fold,controlled_all_channel_1d_cnn,42,2,2,3,0,5
fold,controlled_all_channel_1d_cnn,42,2,2,3,1,0
fold,controlled_all_channel_1d_cnn,42,2,2,3,2,11
fold,controlled_all_channel_1d_cnn,42,2,2,3,3,4
fold,controlled_all_channel_1d_cnn,42,2,2,3,4,0
fold,controlled_all_channel_1d_cnn,42,2,2,4,0,0
fold,controlled_all_channel_1d_cnn,42,2,2,4,1,0
fold,controlled_all_channel_1d_cnn,42,2,2,4,2,0
fold,controlled_all_channel_1d_cnn,42,2,2,4,3,0
fold,controlled_all_channel_1d_cnn,42,2,2,4,4,20
fold,controlled_all_channel_1d_cnn_small,42,2,2,0,0,18
fold,controlled_all_channel_1d_cnn_small,42,2,2,0,1,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,0,2,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,0,3,2
fold,controlled_all_channel_1d_cnn_small,42,2,2,0,4,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,1,0,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,1,1,20
fold,controlled_all_channel_1d_cnn_small,42,2,2,1,2,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,1,3,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,1,4,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,2,0,1
fold,controlled_all_channel_1d_cnn_small,42,2,2,2,1,0
fold,controlled_all_channel_1d_cnn_small,42,2,2,2,2,19
