model_name,seed,fold_id,epoch,train_loss,val_loss,train_accuracy,train_macro_f1,val_accuracy,val_macro_f1,is_best
tcn_literature_v1,42,1,9,0.1452684934437275,0.12005324635122504,0.9725,0.9724893636457475,0.98,0.9800000000000001,True
tcn_literature_v1,42,1,10,0.127388159930706,0.10841159682188715,0.975,0.9750149419899214,0.97,0.9702376485303315,False
tcn_literature_v1,42,1,11,0.09294632181525231,0.09623323487383979,0.995,0.9949838823806904,0.97,0.9703919907102282,False
tcn_literature_v1,42,1,12,0.10056543156504631,0.09782500072781529,0.98,0.9799837884292355,0.99,0.9899937460913071,True
tcn_literature_v1,42,1,13,0.09813140630722046,0.16586289947320307,0.985,0.9849831950516263,0.91,0.9077885235332044,False
tcn_literature_v1,42,1,14,0.10616786994040012,0.05023227033338377,0.98,0.9799526348685497,1.0,1.0,True
tcn_literature_v1,42,1,15,0.06419118151068687,0.052758650455091684,0.9975,0.9974999023399352,0.99,0.9899937460913071,False
tcn_literature_v1,42,1,16,0.06486043892800808,0.06946653061147247,0.9875,0.9874192014210937,0.98,0.9799498746867169,False
tcn_literature_v1,42,1,17,0.07055774942040444,0.06488337048462459,0.9925,0.9925151409270907,0.98,0.9797175866495508,False
tcn_literature_v1,42,1,18,0.04889554418623447,0.044702280312776566,0.99,0.9899994103310009,1.0,1.0,False
tcn_literature_v1,42,1,19,0.06466101124882698,0.08673019181670887,0.9875,0.9874832927116912,0.97,0.9703919907102282,False
tcn_literature_v1,42,1,20,0.05229409139603376,0.06368218575205122,0.99,0.9899973623539526,0.97,0.9693819254794864,False
tcn_literature_v1,42,1,21,0.0380009064078331,0.030236702811505114,0.9975,0.9974999023399352,1.0,1.0,False
tcn_literature_v1,42,1,22,0.02338310569524765,0.027264774776995182,1.0,1.0,1.0,1.0,False
tcn_literature_v1,42,1,23,0.050674579702317715,0.0729857673868537,0.985,0.9849836943862101,0.98,0.9799498746867169,False
tcn_literature_v1,42,1,24,0.0516633733175695,0.024481138746653284,0.9875,0.9875598001995659,1.0,1.0,False
tcn_literature_v1,42,1,25,0.030144707038998603,0.05141968812261309,0.9975,0.9974999023399352,0.98,0.9800000000000001,False
tcn_literature_v1,42,1,26,0.09620439536869525,0.08957430156546511,0.97,0.97,0.99,0.9899937460913071,False
tcn_literature_v1,42,1,27,0.04680712703615427,0.06038305376257215,0.9925,0.9924840814094301,0.97,0.9703919907102282,False
tcn_literature_v1,42,1,28,0.03812469195574522,0.04335626733622381,0.9925,0.9924999023399351,0.98,0.9799498746867169,False
tcn_literature_v1,42,1,29,0.029337553177028894,0.03981613728683442,0.9975,0.9974999023399352,0.98,0.9799937460913071,False
tcn_literature_v1,42,1,30,0.0177539755217731,0.021937051305680404,1.0,1.0,1.0,1.0,False
tcn_literature_v1,42,1,31,0.01644159941934049,0.02795960644393095,1.0,1.0,1.0,1.0,False
tcn_literature_v1,42,1,32,0.0223702977783978,0.02838595602328756,1.0,1.0,0.99,0.9899937460913071,False
tcn_literature_v1,42,1,33,0.020995467584580183,0.0780767213021006,0.9975,0.9974999023399352,0.97,0.9699812382739212,False
tcn_literature_v1,42,1,34,0.03489810783416033,0.05787780448528273,0.995,0.9949999999999999,0.97,0.9703919907102282,False
tcn_literature_v1,42,1,35,0.0567502680234611,0.03299868998250791,0.985,0.9850000000000001,0.99,0.9899937460913071,False
tcn_literature_v1,42,1,36,0.04578530380502343,0.03654122216227863,0.9925,0.992499410331001,0.99,0.9899937460913071,False
tcn_literature_v1,42,1,37,0.04167283736169338,0.08071684062347881,0.9925,0.9924669721217307,0.97,0.9698302954116909,False
tcn_literature_v1,42,1,38,0.0511591724678874,0.032840190920978785,0.9875,0.9875152349701161,1.0,1.0,False
tcn_literature_v1,42,1,39,0.03448592407628894,0.020053917824822878,0.9925,0.9925154302902456,1.0,1.0,False
transformer_encoder_lite_v1,42,1,1,1.398740577697754,0.9842739828995296,0.4425,0.4378366621488784,0.66,0.6481964333447894,True
transformer_encoder_lite_v1,42,1,2,0.7310725104808807,0.46265061625412535,0.7875,0.7864285618218658,0.85,0.8483492809579765,True
transformer_encoder_lite_v1,42,1,3,0.3734097445011139,0.35269796422549654,0.8875,0.8866354080136778,0.87,0.861201516253781,True
transformer_encoder_lite_v1,42,1,4,0.28105520248413085,0.24919581626142775,0.91,0.9087141458837964,0.95,0.9498997493734336,True
transformer_encoder_lite_v1,42,1,5,0.16660609990358352,0.21728468526686942,0.965,0.9648376433611474,0.95,0.9497069597069597,False
transformer_encoder_lite_v1,42,1,6,0.15068143621087074,0.19517415974821364,0.965,0.9649349398537621,0.94,0.9394047971711643,False
transformer_encoder_lite_v1,42,1,7,0.09887591600418091,0.18244443461298943,0.98,0.9799984372558213,0.95,0.9496195740098179,False
transformer_encoder_lite_v1,42,1,8,0.0880907952785492,0.21159969004137175,0.9825,0.9825078677418189,0.94,0.9388054843767296,False
transformer_encoder_lite_v1,42,1,9,0.07568649917840958,0.2170669636023896,0.9875,0.9874997070198054,0.95,0.9499633699633699,False
transformer_encoder_lite_v1,42,1,10,0.047138113677501675,0.18129559233784676,0.9925,0.9924997070198055,0.96,0.9593756715707935,True
transformer_encoder_lite_v1,42,1,11,0.03401714649051428,0.1621249094605446,0.9975,0.9974999023399352,0.94,0.9398697303575352,False
transformer_encoder_lite_v1,42,1,12,0.046191938742995264,0.18597917152302607,0.995,0.9949999999999999,0.96,0.9596079596079596,True
transformer_encoder_lite_v1,42,1,13,0.030325042940676214,0.16143659023301943,0.9925,0.9924841790694948,0.95,0.9499498746867168,False
transformer_encoder_lite_v1,42,1,14,0.017883891202509404,0.15808749438396522,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,15,0.029919418431818487,0.19177991464467986,0.995,0.9949999999999999,0.93,0.9303039303039304,False
transformer_encoder_lite_v1,42,1,16,0.022730641700327396,0.1595710502671344,0.9975,0.9974999023399352,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,17,0.013254125211387873,0.16603086117122853,1.0,1.0,0.94,0.9396747027042277,False
transformer_encoder_lite_v1,42,1,18,0.014572328589856624,0.22879302465090795,0.9975,0.9974999023399352,0.95,0.948939986716504,False
transformer_encoder_lite_v1,42,1,19,0.03323905151337385,0.16319219069555402,0.9925,0.9924997070198053,0.93,0.9303258145363408,False
transformer_encoder_lite_v1,42,1,20,0.037083343267440796,0.16034663069461072,0.985,0.9849976558837318,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,21,0.01869352553971112,0.20022772358996527,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,22,0.009019441232085227,0.20044733384358032,1.0,1.0,0.93,0.9286594542408496,False
transformer_encoder_lite_v1,42,1,23,0.005346940355375409,0.17818800093872206,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,24,0.004376126416027546,0.1811347310763917,1.0,1.0,0.95,0.94937343358396,False
transformer_encoder_lite_v1,42,1,25,0.003608441948890686,0.17366820327671512,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,26,0.0032299886597320438,0.1714343539705234,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,27,0.002995569952763617,0.17207860181640303,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,28,0.002806954123079777,0.17314607186043368,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,29,0.0025834958627820015,0.16745741236289696,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,30,0.002442602328956127,0.16978875517712108,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,31,0.0022925210976973177,0.17036424242957895,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,32,0.0021597010735422374,0.16691620511535024,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,33,0.0020432762056589128,0.16744977342230932,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,34,0.001944677443243563,0.1675174965556445,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,35,0.0018288925895467401,0.16740140553364263,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,36,0.0017741260305047036,0.1699745104914265,1.0,1.0,0.96,0.9596079596079596,False
transformer_encoder_lite_v1,42,1,37,0.0016900729155167938,0.16726886422007478,1.0,1.0,0.96,0.9596079596079596,False
cnn_lstm_literature_v1,42,1,1,1.6161132860183716,1.598037532397679,0.21,0.14654252233312176,0.29,0.2509175352653613,True
cnn_lstm_literature_v1,42,1,2,1.544973497390747,1.5001927784511022,0.365,0.3275489703358054,0.42,0.3873863817729094,True
cnn_lstm_literature_v1,42,1,3,1.337763352394104,1.1795841029712133,0.485,0.4688466572891869,0.52,0.5170771046420142,True
cnn_lstm_literature_v1,42,1,4,1.1882183504104615,1.1486830924238478,0.505,0.4793135676630576,0.45,0.4182051282051281,False
cnn_lstm_literature_v1,42,1,5,1.0902847504615785,1.0249788165092468,0.57,0.5597956799366008,0.56,0.5482843443819053,True
cnn_lstm_literature_v1,42,1,6,0.9267721927165985,0.9499557401452746,0.6375,0.6081634037453346,0.64,0.6287594080277007,True
cnn_lstm_literature_v1,42,1,7,0.8557540369033814,0.9257178029843739,0.685,0.6783359655016545,0.64,0.6424163857920664,True
cnn_lstm_literature_v1,42,1,8,0.8020514082908631,0.835883766412735,0.6925,0.6793699937482591,0.65,0.6426309096047478,True
cnn_lstm_literature_v1,42,1,9,0.7635673117637635,0.8909414048705783,0.7175,0.7036233460311433,0.65,0.6535913312693499,True
cnn_lstm_literature_v1,42,1,10,0.7572091007232666,0.9501223053250994,0.735,0.7264558588224042,0.68,0.6746936255595,True
cnn_lstm_literature_v1,42,1,11,0.7552645421028137,0.7092433231217521,0.72,0.7083358896901737,0.71,0.7004979561501301,True
cnn_lstm_literature_v1,42,1,12,0.5808706653118133,0.6610074170998165,0.7825,0.7728244969708384,0.73,0.7310184659986134,True
cnn_lstm_literature_v1,42,1,13,0.6242349064350128,0.7108462091003146,0.7775,0.7777785273369633,0.77,0.7617869849945857,True
cnn_lstm_literature_v1,42,1,14,0.5780307602882385,0.5715500797544207,0.795,0.7916261968899743,0.77,0.7595293359123148,False
cnn_lstm_literature_v1,42,1,15,0.46153057932853697,0.6093803803835597,0.86,0.8564677361503602,0.82,0.8183458471989867,True
cnn_lstm_literature_v1,42,1,16,0.49346110224723816,0.6901462620922497,0.8325,0.8300838791393514,0.76,0.7631749470875588,False
cnn_lstm_literature_v1,42,1,17,0.47804033041000366,0.4975381956568786,0.8325,0.8297648004169742,0.78,0.7687969924812029,False
cnn_lstm_literature_v1,42,1,18,0.40063405394554136,0.46269721750702175,0.875,0.8740000735753963,0.81,0.794691259021652,False
cnn_lstm_literature_v1,42,1,19,0.3357592248916626,0.42896392568945885,0.8875,0.8871355064893327,0.87,0.8705760649277978,True
cnn_lstm_literature_v1,42,1,20,0.3196673077344894,0.36268956267407965,0.915,0.9147795929897315,0.89,0.8889368355222013,True
cnn_lstm_literature_v1,42,1,21,0.40684354305267334,0.6281137083257947,0.8775,0.8759496995190104,0.78,0.7769973987365292,False
cnn_lstm_literature_v1,42,1,22,0.5299352300167084,0.7345618222440992,0.82,0.8193815953745103,0.75,0.7546427099368275,False
cnn_lstm_literature_v1,42,1,23,0.37304676353931426,0.45278073634420124,0.87,0.8686012799322389,0.84,0.8415824757318026,False
cnn_lstm_literature_v1,42,1,24,0.2878809440135956,0.38068004697561264,0.9,0.9000637781434883,0.87,0.8683973025776769,False
cnn_lstm_literature_v1,42,1,25,0.21079616099596024,0.41554560671959606,0.9325,0.9323597261675436,0.81,0.8021119382409705,False
cnn_lstm_literature_v1,42,1,26,0.22243440955877303,0.34946128885660854,0.94,0.9400185317651916,0.87,0.8699001528866891,False
cnn_lstm_literature_v1,42,1,27,0.20731393858790398,0.45034352264233996,0.9425,0.9419430461730316,0.81,0.8050901478502459,False
cnn_lstm_literature_v1,42,1,28,0.23341123536229133,0.30509468593767713,0.9325,0.9325565347682414,0.9,0.899437148217636,True
cnn_lstm_literature_v1,42,1,29,0.17430252477526664,0.32247935395155636,0.955,0.9554963081560244,0.87,0.8689565872492702,False
cnn_lstm_literature_v1,42,1,30,0.13690525114536287,0.3846709760172026,0.965,0.9649960931395529,0.87,0.8709078424933576,False
cnn_lstm_literature_v1,42,1,31,0.24068153247237206,0.42408774819757256,0.92,0.9195238096808496,0.87,0.8668850104144221,False
cnn_lstm_literature_v1,42,1,32,0.2388734157383442,0.5075371677854231,0.92,0.9202833978602056,0.81,0.7959156785243742,False
cnn_lstm_literature_v1,42,1,33,0.2711480963230133,0.4016577824950218,0.9075,0.9073894274520498,0.83,0.8222028940052196,False
cnn_lstm_literature_v1,42,1,34,0.172044340968132,0.33790990337729454,0.9575,0.9573083902702052,0.86,0.8557720057720057,False
cnn_lstm_literature_v1,42,1,35,0.1046234841644764,0.24183944453086173,0.9775,0.9775132778770678,0.94,0.9410706252811517,True
cnn_lstm_literature_v1,42,1,36,0.22782962299883366,0.4141291707221951,0.925,0.9240839523049298,0.84,0.8445906432748537,False
cnn_lstm_literature_v1,42,1,37,0.19300844117999078,0.2971783887062754,0.9425,0.9426541001651074,0.92,0.92008415008415,False
cnn_lstm_literature_v1,42,1,38,0.10367214277386666,0.24613634270748921,0.9675,0.9675998607938971,0.92,0.919724828017511,False
cnn_lstm_literature_v1,42,1,39,0.1470792455598712,0.322916371215667,0.965,0.964829728854886,0.9,0.8999984194721037,False
cnn_lstm_literature_v1,42,1,40,0.09560628056526184,0.26646488665470053,0.975,0.9749272597783039,0.93,0.92992673992674,False
cnn_lstm_literature_v1,42,1,41,0.05648371361196041,0.24653956786330258,0.995,0.9949999023399352,0.89,0.8883512721766893,False
cnn_lstm_literature_v1,42,1,42,0.18372192598879336,0.35393660409109934,0.9525,0.9522605331298205,0.84,0.8392025318854588,False
cnn_lstm_literature_v1,42,1,43,0.12014273941516876,0.27764312124678064,0.9675,0.9674418554094206,0.87,0.8693233082706767,False
cnn_lstm_literature_v1,42,1,44,0.05167171530425549,0.26066205757004873,0.995,0.9949998046798703,0.9,0.9009370988446725,False
cnn_lstm_literature_v1,42,1,45,0.038607024513185026,0.21818944811820984,0.995,0.9950151409270905,0.94,0.940137397903765,False
cnn_lstm_literature_v1,42,1,46,0.08310410719364882,0.22960092366806098,0.9775,0.9774973629035373,0.92,0.9206647011525062,False
cnn_lstm_literature_v1,42,1,47,0.103075310587883,0.3456274487211236,0.9725,0.9725281367666527,0.86,0.8591957318044274,False
cnn_lstm_literature_v1,42,1,48,0.090643505230546,0.23221353547913687,0.965,0.9650000000000001,0.9,0.8997123202001251,False
cnn_lstm_literature_v1,42,1,49,0.05903545700013638,0.2657486028703196,0.9875,0.9873678794669912,0.9,0.898724299212104,False
cnn_lstm_literature_v1,42,1,50,0.033825763314962384,0.23209330472829087,0.995,0.9949999023399352,0.92,0.9193734335839598,False
cnn_lstm_literature_v1,42,1,51,0.022043476700782775,0.17728373860674246,0.9975,0.9974999023399352,0.94,0.9408332548724226,False
cnn_lstm_literature_v1,42,1,52,0.01874211573973298,0.21084866978760278,1.0,1.0,0.94,0.9399624765478423,False
cnn_lstm_literature_v1,42,1,53,0.027693034037947654,0.199024658916252,0.995,0.9949999999999999,0.94,0.9404395604395603,False
cnn_lstm_literature_v1,42,1,54,0.019146191589534282,0.18904699411775386,0.9975,0.9974999023399352,0.93,0.9298809876473548,False
cnn_lstm_literature_v1,42,1,55,0.03492166830226779,0.23756876068988017,0.9925,0.9925154302902458,0.91,0.9110046135015535,False
cnn_lstm_literature_v1,42,1,56,0.03533469274640083,0.2942619620423232,0.9875,0.9874994103310009,0.91,0.9110316040548598,False
cnn_lstm_literature_v1,42,1,57,0.01776214374229312,0.27612951437809635,0.9975,0.9974999023399352,0.95,0.9504395604395605,True
cnn_lstm_literature_v1,42,1,58,0.021205310616642235,0.25249998258160694,0.9975,0.9974999023399352,0.94,0.9400000000000001,False
cnn_lstm_literature_v1,42,1,59,0.024704467840492725,0.32197256166754024,0.995,0.9949999023399352,0.9,0.8977158343012,False
cnn_lstm_literature_v1,42,1,60,0.129266762919724,0.30614094582519363,0.9675,0.9675622551893326,0.89,0.8907434907434908,False
cnn_lstm_literature_v1,42,1,61,0.1467636390402913,0.5786409708006042,0.94,0.9400490160848196,0.81,0.817136949072433,False
cnn_lstm_literature_v1,42,1,62,0.09327316924929618,0.32414892608565943,0.9725,0.9726046549281225,0.89,0.8889436919669478,False
cnn_lstm_literature_v1,42,1,63,0.060800225138664246,0.2860845436475107,0.9775,0.9774994140396108,0.92,0.9193734335839598,False
cnn_lstm_literature_v1,42,1,64,0.022959910091012715,0.2835801617641534,1.0,1.0,0.92,0.9201020183947012,False
cnn_lstm_literature_v1,42,1,65,0.03087568486109376,0.3149988208232181,0.995,0.9949838823806904,0.91,0.9086823086823088,False
cnn_lstm_literature_v1,42,1,66,0.020183329693973063,0.293927837296256,0.9975,0.9974999023399352,0.92,0.9191439967390052,False
cnn_lstm_literature_v1,42,1,67,0.06673179972916841,0.20609071970518147,0.9825,0.9825143486123122,0.95,0.9507191994996873,True
cnn_lstm_literature_v1,42,1,68,0.044594139717519285,0.2223426727578044,0.99,0.9899677647613807,0.94,0.9401831501831502,False
cnn_lstm_literature_v1,42,1,69,0.018713985197246076,0.25986047674502644,0.995,0.9949999999999999,0.92,0.9184803967730797,False
cnn_lstm_literature_v1,42,1,70,0.02959143246524036,0.3346194111342941,0.9925,0.9924997070198055,0.9,0.9001459257273211,False
cnn_lstm_literature_v1,42,1,71,0.031161864958703517,0.2814524360001087,0.9925,0.9924991209678458,0.92,0.919894482924008,False
cnn_lstm_literature_v1,42,1,72,0.023666071500629188,0.1949365122376808,0.995,0.9949999023399352,0.94,0.9401831501831502,False
cnn_lstm_literature_v1,42,1,73,0.0158328115940094,0.19570665287652186,0.9975,0.9974999023399352,0.94,0.9401831501831502,False
cnn_lstm_literature_v1,42,1,74,0.01061136394739151,0.1841868810089571,0.9975,0.9974999023399352,0.95,0.9502376485303314,False
cnn_lstm_literature_v1,42,1,75,0.022042499277740716,0.33660195654790315,0.9975,0.9974999023399352,0.91,0.9083855360325949,False
cnn_lstm_literature_v1,42,1,76,0.038083893368020656,0.3234150721691549,0.99,0.99,0.9,0.9011148272017838,False
cnn_lstm_literature_v1,42,1,77,0.04567461791448295,0.30408528593501877,0.98,0.9800301732514274,0.91,0.9096935584740462,False
cnn_lstm_literature_v1,42,1,78,0.08437745966017246,0.2644699843866484,0.9725,0.972448449182591,0.93,0.9302251407129456,False
cnn_lstm_literature_v1,42,1,79,0.042662454210221766,0.28550551026793464,0.9875,0.987543877900386,0.92,0.9193966623876765,False
cnn_lstm_literature_v1,42,1,80,0.0288785857334733,0.2823017642035016,0.9925,0.9925295112000676,0.9,0.8985957285957286,False
cnn_lstm_literature_v1,42,1,81,0.023365399595350028,0.30586612357624937,0.9925,0.9924669721217307,0.9,0.8978675071698328,False
cnn_lstm_literature_v1,42,1,82,0.017109597446396948,0.22010174506743038,0.9975,0.9974999023399352,0.91,0.9094684177611008,False
cnn_lstm_literature_v1,42,1,83,0.00792389784939587,0.23038707856488014,1.0,1.0,0.93,0.9293734335839599,False
cnn_lstm_literature_v1,42,1,84,0.0053962676972150805,0.22422748331778816,1.0,1.0,0.94,0.9390473051448662,False
cnn_lstm_literature_v1,42,1,85,0.0330037098005414,0.2333738540764898,0.995,0.9949992186279106,0.94,0.9394235588972432,False
