model_name,seed,fold_id,test_subject,feature_index,feature_name,channel_name,statistic,importance
feature_random_forest_v1,42,5,5,137,s1_gz_ptp,s1_gz,ptp,0.0020008138836107208
feature_random_forest_v1,42,5,5,138,s2_ax_ptp,s2_ax,ptp,0.0015961633323324743
feature_random_forest_v1,42,5,5,139,s2_ay_ptp,s2_ay,ptp,0.002194080749492707
feature_random_forest_v1,42,5,5,140,s2_az_ptp,s2_az,ptp,0.006905246224554533
feature_random_forest_v1,42,5,5,141,s2_gx_ptp,s2_gx,ptp,0.0014732564435514912
feature_random_forest_v1,42,5,5,142,s2_gy_ptp,s2_gy,ptp,0.016417356919908855
feature_random_forest_v1,42,5,5,143,s2_gz_ptp,s2_gz,ptp,0.0009047913025140953
feature_random_forest_v1,42,5,5,144,s0_ax_dominant_freq_bin,s0_ax,dominant_freq_bin,0.0008384561952614755
feature_random_forest_v1,42,5,5,145,s0_ay_dominant_freq_bin,s0_ay,dominant_freq_bin,0.0009663111310899599
feature_random_forest_v1,42,5,5,146,s0_az_dominant_freq_bin,s0_az,dominant_freq_bin,2.6078747385605573e-05
feature_random_forest_v1,42,5,5,147,s0_gx_dominant_freq_bin,s0_gx,dominant_freq_bin,0.00029738570221187003
feature_random_forest_v1,42,5,5,148,s0_gy_dominant_freq_bin,s0_gy,dominant_freq_bin,0.006950470858814247
feature_random_forest_v1,42,5,5,149,s0_gz_dominant_freq_bin,s0_gz,dominant_freq_bin,0.0008010773921842433
feature_random_forest_v1,42,5,5,150,s1_ax_dominant_freq_bin,s1_ax,dominant_freq_bin,0.0
feature_random_forest_v1,42,5,5,151,s1_ay_dominant_freq_bin,s1_ay,dominant_freq_bin,0.0001897911946475133
feature_random_forest_v1,42,5,5,152,s1_az_dominant_freq_bin,s1_az,dominant_freq_bin,0.008298601529703945
feature_random_forest_v1,42,5,5,153,s1_gx_dominant_freq_bin,s1_gx,dominant_freq_bin,0.0004557509758183035
feature_random_forest_v1,42,5,5,154,s1_gy_dominant_freq_bin,s1_gy,dominant_freq_bin,0.001749919574267906
feature_random_forest_v1,42,5,5,155,s1_gz_dominant_freq_bin,s1_gz,dominant_freq_bin,0.0
feature_random_forest_v1,42,5,5,156,s2_ax_dominant_freq_bin,s2_ax,dominant_freq_bin,0.0015476969551460865
feature_random_forest_v1,42,5,5,157,s2_ay_dominant_freq_bin,s2_ay,dominant_freq_bin,0.00011694928815468301
feature_random_forest_v1,42,5,5,158,s2_az_dominant_freq_bin,s2_az,dominant_freq_bin,0.0006843654458448978
feature_random_forest_v1,42,5,5,159,s2_gx_dominant_freq_bin,s2_gx,dominant_freq_bin,0.0005346423336875261
feature_random_forest_v1,42,5,5,160,s2_gy_dominant_freq_bin,s2_gy,dominant_freq_bin,0.0011805576260250483
feature_random_forest_v1,42,5,5,161,s2_gz_dominant_freq_bin,s2_gz,dominant_freq_bin,8.432402320296336e-05
feature_random_forest_v1,42,6,6,0,s0_ax_mean,s0_ax,mean,0.02471899107877075
feature_random_forest_v1,42,6,6,1,s0_ay_mean,s0_ay,mean,0.005399163225124756
feature_random_forest_v1,42,6,6,2,s0_az_mean,s0_az,mean,0.007153004889107933
feature_random_forest_v1,42,6,6,3,s0_gx_mean,s0_gx,mean,0.0008899853406546475
feature_random_forest_v1,42,6,6,4,s0_gy_mean,s0_gy,mean,0.0009104841962585342
feature_random_forest_v1,42,6,6,5,s0_gz_mean,s0_gz,mean,0.001136698074812977
feature_random_forest_v1,42,6,6,6,s1_ax_mean,s1_ax,mean,0.032168152576733215
feature_random_forest_v1,42,6,6,7,s1_ay_mean,s1_ay,mean,0.0038963183036135316
feature_random_forest_v1,42,6,6,8,s1_az_mean,s1_az,mean,0.010501512391350316
feature_random_forest_v1,42,6,6,9,s1_gx_mean,s1_gx,mean,0.04689674477834345
feature_random_forest_v1,42,6,6,10,s1_gy_mean,s1_gy,mean,0.024557947923844376
feature_random_forest_v1,42,6,6,11,s1_gz_mean,s1_gz,mean,0.0018374298293401098
feature_random_forest_v1,42,6,6,12,s2_ax_mean,s2_ax,mean,0.004634324870630558
feature_random_forest_v1,42,6,6,13,s2_ay_mean,s2_ay,mean,0.010438590837291466
feature_random_forest_v1,42,6,6,14,s2_az_mean,s2_az,mean,0.004188014141311814
feature_random_forest_v1,42,6,6,15,s2_gx_mean,s2_gx,mean,0.003264391018765622
feature_random_forest_v1,42,6,6,16,s2_gy_mean,s2_gy,mean,0.01801443338333101
feature_random_forest_v1,42,6,6,17,s2_gz_mean,s2_gz,mean,0.0013321753503877
feature_random_forest_v1,42,6,6,18,s0_ax_std,s0_ax,std,0.004585937904087959
feature_random_forest_v1,42,6,6,19,s0_ay_std,s0_ay,std,0.0012785155949794993
feature_random_forest_v1,42,6,6,20,s0_az_std,s0_az,std,0.01365101435685309
feature_random_forest_v1,42,6,6,21,s0_gx_std,s0_gx,std,0.00123909495682198
feature_random_forest_v1,42,6,6,22,s0_gy_std,s0_gy,std,0.006191303323595223
feature_random_forest_v1,42,6,6,23,s0_gz_std,s0_gz,std,0.0027445832384210317
feature_random_forest_v1,42,6,6,24,s1_ax_std,s1_ax,std,0.06661848596859557
feature_random_forest_v1,42,6,6,25,s1_ay_std,s1_ay,std,0.0024569890155280213
feature_random_forest_v1,42,6,6,26,s1_az_std,s1_az,std,0.008175060502566646
feature_random_forest_v1,42,6,6,27,s1_gx_std,s1_gx,std,0.0009073892087459816
feature_random_forest_v1,42,6,6,28,s1_gy_std,s1_gy,std,0.005967760463052387
feature_random_forest_v1,42,6,6,29,s1_gz_std,s1_gz,std,0.0038357179984470613
feature_random_forest_v1,42,6,6,30,s2_ax_std,s2_ax,std,0.0022460036759255975
feature_random_forest_v1,42,6,6,31,s2_ay_std,s2_ay,std,0.001245950437389832
feature_random_forest_v1,42,6,6,32,s2_az_std,s2_az,std,0.011496699918236541
feature_random_forest_v1,42,6,6,33,s2_gx_std,s2_gx,std,0.004942867627280466
feature_random_forest_v1,42,6,6,34,s2_gy_std,s2_gy,std,0.011601887940487315
feature_random_forest_v1,42,6,6,35,s2_gz_std,s2_gz,std,0.0023880661777740285
feature_random_forest_v1,42,6,6,36,s0_ax_min,s0_ax,min,0.0030311229410533934
feature_random_forest_v1,42,6,6,37,s0_ay_min,s0_ay,min,0.0010365411863682678
feature_random_forest_v1,42,6,6,38,s0_az_min,s0_az,min,0.01975432099285838
feature_random_forest_v1,42,6,6,39,s0_gx_min,s0_gx,min,0.0008594750789693308
feature_random_forest_v1,42,6,6,40,s0_gy_min,s0_gy,min,0.008107506737775643
feature_random_forest_v1,42,6,6,41,s0_gz_min,s0_gz,min,0.002447253003172269
feature_random_forest_v1,42,6,6,42,s1_ax_min,s1_ax,min,0.00180821657453564
feature_random_forest_v1,42,6,6,43,s1_ay_min,s1_ay,min,0.0020250072811631853
feature_random_forest_v1,42,6,6,44,s1_az_min,s1_az,min,0.0012982250785271879
feature_random_forest_v1,42,6,6,45,s1_gx_min,s1_gx,min,0.0011506890465330152
feature_random_forest_v1,42,6,6,46,s1_gy_min,s1_gy,min,0.0017883685003571117
feature_random_forest_v1,42,6,6,47,s1_gz_min,s1_gz,min,0.010830979590816778
feature_random_forest_v1,42,6,6,48,s2_ax_min,s2_ax,min,0.002695862765740926
feature_random_forest_v1,42,6,6,49,s2_ay_min,s2_ay,min,0.0031036669973432706
feature_random_forest_v1,42,6,6,50,s2_az_min,s2_az,min,0.0035190812015194806
feature_random_forest_v1,42,6,6,51,s2_gx_min,s2_gx,min,0.0030013828078230003
feature_random_forest_v1,42,6,6,52,s2_gy_min,s2_gy,min,0.0019404768747679094
feature_random_forest_v1,42,6,6,53,s2_gz_min,s2_gz,min,0.0018124479200209286
feature_random_forest_v1,42,6,6,54,s0_ax_max,s0_ax,max,0.0024289134388712635
feature_random_forest_v1,42,6,6,55,s0_ay_max,s0_ay,max,0.001592950955054757
feature_random_forest_v1,42,6,6,56,s0_az_max,s0_az,max,0.004220242630692469
feature_random_forest_v1,42,6,6,57,s0_gx_max,s0_gx,max,0.001704173191357027
feature_random_forest_v1,42,6,6,58,s0_gy_max,s0_gy,max,0.002194334998179155
feature_random_forest_v1,42,6,6,59,s0_gz_max,s0_gz,max,0.0008588632334803048
feature_random_forest_v1,42,6,6,60,s1_ax_max,s1_ax,max,0.04645714732930999
feature_random_forest_v1,42,6,6,61,s1_ay_max,s1_ay,max,0.0007311369885096286
feature_random_forest_v1,42,6,6,62,s1_az_max,s1_az,max,0.004202698303181876
feature_random_forest_v1,42,6,6,63,s1_gx_max,s1_gx,max,0.0012966882349161291
feature_random_forest_v1,42,6,6,64,s1_gy_max,s1_gy,max,0.002407862227775598
feature_random_forest_v1,42,6,6,65,s1_gz_max,s1_gz,max,0.0015698404673593984
feature_random_forest_v1,42,6,6,66,s2_ax_max,s2_ax,max,0.0015083843178809262
feature_random_forest_v1,42,6,6,67,s2_ay_max,s2_ay,max,0.002973282836387052
feature_random_forest_v1,42,6,6,68,s2_az_max,s2_az,max,0.0046050964353757575
feature_random_forest_v1,42,6,6,69,s2_gx_max,s2_gx,max,0.0016246535666898207
feature_random_forest_v1,42,6,6,70,s2_gy_max,s2_gy,max,0.015658041986514964
feature_random_forest_v1,42,6,6,71,s2_gz_max,s2_gz,max,0.003162411646840223
feature_random_forest_v1,42,6,6,72,s0_ax_median,s0_ax,median,0.016577998278215447
feature_random_forest_v1,42,6,6,73,s0_ay_median,s0_ay,median,0.005150045878036721
feature_random_forest_v1,42,6,6,74,s0_az_median,s0_az,median,0.005145083975515259
feature_random_forest_v1,42,6,6,75,s0_gx_median,s0_gx,median,0.0014952125889483659
feature_random_forest_v1,42,6,6,76,s0_gy_median,s0_gy,median,0.0011171763487365625
feature_random_forest_v1,42,6,6,77,s0_gz_median,s0_gz,median,0.0016829066021987868
feature_random_forest_v1,42,6,6,78,s1_ax_median,s1_ax,median,0.016491312807204377
feature_random_forest_v1,42,6,6,79,s1_ay_median,s1_ay,median,0.007058036151739538
feature_random_forest_v1,42,6,6,80,s1_az_median,s1_az,median,0.003458795879971329
feature_random_forest_v1,42,6,6,81,s1_gx_median,s1_gx,median,0.01147304790084901
feature_random_forest_v1,42,6,6,82,s1_gy_median,s1_gy,median,0.0010115417212596643
feature_random_forest_v1,42,6,6,83,s1_gz_median,s1_gz,median,0.010372420717991979
feature_random_forest_v1,42,6,6,84,s2_ax_median,s2_ax,median,0.005317657880860151
feature_random_forest_v1,42,6,6,85,s2_ay_median,s2_ay,median,0.0054520096958697705
feature_random_forest_v1,42,6,6,86,s2_az_median,s2_az,median,0.0059813437697942866
feature_random_forest_v1,42,6,6,87,s2_gx_median,s2_gx,median,0.004197601717249823
feature_random_forest_v1,42,6,6,88,s2_gy_median,s2_gy,median,0.0010128805615133392
feature_random_forest_v1,42,6,6,89,s2_gz_median,s2_gz,median,0.004332440904303231
feature_random_forest_v1,42,6,6,90,s0_ax_energy,s0_ax,energy,0.004442592758146577
feature_random_forest_v1,42,6,6,91,s0_ay_energy,s0_ay,energy,0.001546863889377121
feature_random_forest_v1,42,6,6,92,s0_az_energy,s0_az,energy,0.013039875058074224
feature_random_forest_v1,42,6,6,93,s0_gx_energy,s0_gx,energy,0.0011225130071574078
feature_random_forest_v1,42,6,6,94,s0_gy_energy,s0_gy,energy,0.0066712218211454595
feature_random_forest_v1,42,6,6,95,s0_gz_energy,s0_gz,energy,0.001206483235043461
feature_random_forest_v1,42,6,6,96,s1_ax_energy,s1_ax,energy,0.05844639534032886
feature_random_forest_v1,42,6,6,97,s1_ay_energy,s1_ay,energy,0.003197774110122424
feature_random_forest_v1,42,6,6,98,s1_az_energy,s1_az,energy,0.00832815651850747
feature_random_forest_v1,42,6,6,99,s1_gx_energy,s1_gx,energy,0.0012561929304105196
feature_random_forest_v1,42,6,6,100,s1_gy_energy,s1_gy,energy,0.002802047298583506
feature_random_forest_v1,42,6,6,101,s1_gz_energy,s1_gz,energy,0.004655503670857612
feature_random_forest_v1,42,6,6,102,s2_ax_energy,s2_ax,energy,0.001348007399331879
feature_random_forest_v1,42,6,6,103,s2_ay_energy,s2_ay,energy,0.0016908669639569302
feature_random_forest_v1,42,6,6,104,s2_az_energy,s2_az,energy,0.005704136840750992
feature_random_forest_v1,42,6,6,105,s2_gx_energy,s2_gx,energy,0.004724924927798264
feature_random_forest_v1,42,6,6,106,s2_gy_energy,s2_gy,energy,0.011772851448088548
feature_random_forest_v1,42,6,6,107,s2_gz_energy,s2_gz,energy,0.003094787137417203
feature_random_forest_v1,42,6,6,108,s0_ax_rms,s0_ax,rms,0.004476068210352316
feature_random_forest_v1,42,6,6,109,s0_ay_rms,s0_ay,rms,0.001224330357329283
feature_random_forest_v1,42,6,6,110,s0_az_rms,s0_az,rms,0.011872004960481013
feature_random_forest_v1,42,6,6,111,s0_gx_rms,s0_gx,rms,0.0009541223808959957
feature_random_forest_v1,42,6,6,112,s0_gy_rms,s0_gy,rms,0.00670187465726793
feature_random_forest_v1,42,6,6,113,s0_gz_rms,s0_gz,rms,0.0018588231073871167
feature_random_forest_v1,42,6,6,114,s1_ax_rms,s1_ax,rms,0.053511804169930705
feature_random_forest_v1,42,6,6,115,s1_ay_rms,s1_ay,rms,0.0017164410587252453
feature_random_forest_v1,42,6,6,116,s1_az_rms,s1_az,rms,0.0052483983311050544
feature_random_forest_v1,42,6,6,117,s1_gx_rms,s1_gx,rms,0.001686831343197363
feature_random_forest_v1,42,6,6,118,s1_gy_rms,s1_gy,rms,0.0037915952176491895
feature_random_forest_v1,42,6,6,119,s1_gz_rms,s1_gz,rms,0.004270867857375928
feature_random_forest_v1,42,6,6,120,s2_ax_rms,s2_ax,rms,0.0018001962362238194
feature_random_forest_v1,42,6,6,121,s2_ay_rms,s2_ay,rms,0.0017497976653420688
feature_random_forest_v1,42,6,6,122,s2_az_rms,s2_az,rms,0.005165114093323831
feature_random_forest_v1,42,6,6,123,s2_gx_rms,s2_gx,rms,0.004397674023241481
feature_random_forest_v1,42,6,6,124,s2_gy_rms,s2_gy,rms,0.011134585347232308
feature_random_forest_v1,42,6,6,125,s2_gz_rms,s2_gz,rms,0.003264383824297447
feature_random_forest_v1,42,6,6,126,s0_ax_ptp,s0_ax,ptp,0.0020924302620151623
feature_random_forest_v1,42,6,6,127,s0_ay_ptp,s0_ay,ptp,0.0017711154760526205
feature_random_forest_v1,42,6,6,128,s0_az_ptp,s0_az,ptp,0.009765557141730394
feature_random_forest_v1,42,6,6,129,s0_gx_ptp,s0_gx,ptp,0.0010120493293500046
feature_random_forest_v1,42,6,6,130,s0_gy_ptp,s0_gy,ptp,0.004211100627645598
feature_random_forest_v1,42,6,6,131,s0_gz_ptp,s0_gz,ptp,0.0019977649014710054
feature_random_forest_v1,42,6,6,132,s1_ax_ptp,s1_ax,ptp,0.03299172299590535
feature_random_forest_v1,42,6,6,133,s1_ay_ptp,s1_ay,ptp,0.0013102947373900041
feature_random_forest_v1,42,6,6,134,s1_az_ptp,s1_az,ptp,0.0017429821536963754
feature_random_forest_v1,42,6,6,135,s1_gx_ptp,s1_gx,ptp,0.0023530652973186256
feature_random_forest_v1,42,6,6,136,s1_gy_ptp,s1_gy,ptp,0.0023969093659929274
feature_random_forest_v1,42,6,6,137,s1_gz_ptp,s1_gz,ptp,0.0022965881944070816
feature_random_forest_v1,42,6,6,138,s2_ax_ptp,s2_ax,ptp,0.0014387440869854703
feature_random_forest_v1,42,6,6,139,s2_ay_ptp,s2_ay,ptp,0.003644887573182877
feature_random_forest_v1,42,6,6,140,s2_az_ptp,s2_az,ptp,0.003494768415004121
feature_random_forest_v1,42,6,6,141,s2_gx_ptp,s2_gx,ptp,0.0029646974785328202
feature_random_forest_v1,42,6,6,142,s2_gy_ptp,s2_gy,ptp,0.00716840478082803
feature_random_forest_v1,42,6,6,143,s2_gz_ptp,s2_gz,ptp,0.001589039093733991
feature_random_forest_v1,42,6,6,144,s0_ax_dominant_freq_bin,s0_ax,dominant_freq_bin,0.0010346626804213503
feature_random_forest_v1,42,6,6,145,s0_ay_dominant_freq_bin,s0_ay,dominant_freq_bin,0.00072405605692051
feature_random_forest_v1,42,6,6,146,s0_az_dominant_freq_bin,s0_az,dominant_freq_bin,0.0
feature_random_forest_v1,42,6,6,147,s0_gx_dominant_freq_bin,s0_gx,dominant_freq_bin,0.0004122622969410549
feature_random_forest_v1,42,6,6,148,s0_gy_dominant_freq_bin,s0_gy,dominant_freq_bin,0.006235416846298502
feature_random_forest_v1,42,6,6,149,s0_gz_dominant_freq_bin,s0_gz,dominant_freq_bin,0.0010622009603599755
feature_random_forest_v1,42,6,6,150,s1_ax_dominant_freq_bin,s1_ax,dominant_freq_bin,0.0
feature_random_forest_v1,42,6,6,151,s1_ay_dominant_freq_bin,s1_ay,dominant_freq_bin,0.0002943994328926082
feature_random_forest_v1,42,6,6,152,s1_az_dominant_freq_bin,s1_az,dominant_freq_bin,0.009901848429549356
feature_random_forest_v1,42,6,6,153,s1_gx_dominant_freq_bin,s1_gx,dominant_freq_bin,0.000529830296408759
feature_random_forest_v1,42,6,6,154,s1_gy_dominant_freq_bin,s1_gy,dominant_freq_bin,0.001983502122228395
feature_random_forest_v1,42,6,6,155,s1_gz_dominant_freq_bin,s1_gz,dominant_freq_bin,0.0
feature_random_forest_v1,42,6,6,156,s2_ax_dominant_freq_bin,s2_ax,dominant_freq_bin,0.0011176865524043047
feature_random_forest_v1,42,6,6,157,s2_ay_dominant_freq_bin,s2_ay,dominant_freq_bin,0.0
feature_random_forest_v1,42,6,6,158,s2_az_dominant_freq_bin,s2_az,dominant_freq_bin,0.00031675855714840206
feature_random_forest_v1,42,6,6,159,s2_gx_dominant_freq_bin,s2_gx,dominant_freq_bin,0.0008646091032321692
feature_random_forest_v1,42,6,6,160,s2_gy_dominant_freq_bin,s2_gy,dominant_freq_bin,0.0007321745656804337
feature_random_forest_v1,42,6,6,161,s2_gz_dominant_freq_bin,s2_gz,dominant_freq_bin,0.0004258117253744651
feature_random_forest_v1,123,1,1,0,s0_ax_mean,s0_ax,mean,0.03666582413228672
feature_random_forest_v1,123,1,1,1,s0_ay_mean,s0_ay,mean,0.0038424776185558523
feature_random_forest_v1,123,1,1,2,s0_az_mean,s0_az,mean,0.010118959160171422
feature_random_forest_v1,123,1,1,3,s0_gx_mean,s0_gx,mean,0.001152319186407807
feature_random_forest_v1,123,1,1,4,s0_gy_mean,s0_gy,mean,0.0007356153095227041
feature_random_forest_v1,123,1,1,5,s0_gz_mean,s0_gz,mean,0.0010443688529306338
feature_random_forest_v1,123,1,1,6,s1_ax_mean,s1_ax,mean,0.050825658863474274
feature_random_forest_v1,123,1,1,7,s1_ay_mean,s1_ay,mean,0.0031539794341918655
feature_random_forest_v1,123,1,1,8,s1_az_mean,s1_az,mean,0.006105673613571926
feature_random_forest_v1,123,1,1,9,s1_gx_mean,s1_gx,mean,0.0419400434623946
feature_random_forest_v1,123,1,1,10,s1_gy_mean,s1_gy,mean,0.014991049340065317
feature_random_forest_v1,123,1,1,11,s1_gz_mean,s1_gz,mean,0.0015335861823102942
feature_random_forest_v1,123,1,1,12,s2_ax_mean,s2_ax,mean,0.004377781118879498
feature_random_forest_v1,123,1,1,13,s2_ay_mean,s2_ay,mean,0.0072550714602799046
feature_random_forest_v1,123,1,1,14,s2_az_mean,s2_az,mean,0.0063608479902031575
feature_random_forest_v1,123,1,1,15,s2_gx_mean,s2_gx,mean,0.0014421024212467324
feature_random_forest_v1,123,1,1,16,s2_gy_mean,s2_gy,mean,0.026288730028827634
feature_random_forest_v1,123,1,1,17,s2_gz_mean,s2_gz,mean,0.0009348967250569608
feature_random_forest_v1,123,1,1,18,s0_ax_std,s0_ax,std,0.004305041417283585
feature_random_forest_v1,123,1,1,19,s0_ay_std,s0_ay,std,0.0015981641460288284
feature_random_forest_v1,123,1,1,20,s0_az_std,s0_az,std,0.012424219841796641
feature_random_forest_v1,123,1,1,21,s0_gx_std,s0_gx,std,0.0010922457915526883
feature_random_forest_v1,123,1,1,22,s0_gy_std,s0_gy,std,0.005294320226018744
feature_random_forest_v1,123,1,1,23,s0_gz_std,s0_gz,std,0.0014165448414979263
feature_random_forest_v1,123,1,1,24,s1_ax_std,s1_ax,std,0.050063843426166016
feature_random_forest_v1,123,1,1,25,s1_ay_std,s1_ay,std,0.002437195075446388
feature_random_forest_v1,123,1,1,26,s1_az_std,s1_az,std,0.004229024226633375
feature_random_forest_v1,123,1,1,27,s1_gx_std,s1_gx,std,0.0015340506700874043
feature_random_forest_v1,123,1,1,28,s1_gy_std,s1_gy,std,0.006112015135664122
feature_random_forest_v1,123,1,1,29,s1_gz_std,s1_gz,std,0.0028662686445540386
feature_random_forest_v1,123,1,1,30,s2_ax_std,s2_ax,std,0.005734234404002875
feature_random_forest_v1,123,1,1,31,s2_ay_std,s2_ay,std,0.0015793108918922666
feature_random_forest_v1,123,1,1,32,s2_az_std,s2_az,std,0.013169716854738042
feature_random_forest_v1,123,1,1,33,s2_gx_std,s2_gx,std,0.004309103756486608
feature_random_forest_v1,123,1,1,34,s2_gy_std,s2_gy,std,0.01191653210455286
feature_random_forest_v1,123,1,1,35,s2_gz_std,s2_gz,std,0.0027672225217365014
feature_random_forest_v1,123,1,1,36,s0_ax_min,s0_ax,min,0.003161090228175409
feature_random_forest_v1,123,1,1,37,s0_ay_min,s0_ay,min,0.0008741777184571021
feature_random_forest_v1,123,1,1,38,s0_az_min,s0_az,min,0.017768376408406308
feature_random_forest_v1,123,1,1,39,s0_gx_min,s0_gx,min,0.0015188632648032447
feature_random_forest_v1,123,1,1,40,s0_gy_min,s0_gy,min,0.003064498256729623
feature_random_forest_v1,123,1,1,41,s0_gz_min,s0_gz,min,0.0010674652077613455
feature_random_forest_v1,123,1,1,42,s1_ax_min,s1_ax,min,0.002036763587689555
feature_random_forest_v1,123,1,1,43,s1_ay_min,s1_ay,min,0.0018448811358002149
feature_random_forest_v1,123,1,1,44,s1_az_min,s1_az,min,0.000983472693826878
feature_random_forest_v1,123,1,1,45,s1_gx_min,s1_gx,min,0.0014366217910782959
feature_random_forest_v1,123,1,1,46,s1_gy_min,s1_gy,min,0.001886069484524419
feature_random_forest_v1,123,1,1,47,s1_gz_min,s1_gz,min,0.005946836830286387
feature_random_forest_v1,123,1,1,48,s2_ax_min,s2_ax,min,0.00389164798467022
feature_random_forest_v1,123,1,1,49,s2_ay_min,s2_ay,min,0.002980483947280342
feature_random_forest_v1,123,1,1,50,s2_az_min,s2_az,min,0.00357127204541037
feature_random_forest_v1,123,1,1,51,s2_gx_min,s2_gx,min,0.0017301893662192923
feature_random_forest_v1,123,1,1,52,s2_gy_min,s2_gy,min,0.0018003562527328526
feature_random_forest_v1,123,1,1,53,s2_gz_min,s2_gz,min,0.0015461700566864686
feature_random_forest_v1,123,1,1,54,s0_ax_max,s0_ax,max,0.003344540992027162
feature_random_forest_v1,123,1,1,55,s0_ay_max,s0_ay,max,0.0027173375002540897
feature_random_forest_v1,123,1,1,56,s0_az_max,s0_az,max,0.003386364108909487
feature_random_forest_v1,123,1,1,57,s0_gx_max,s0_gx,max,0.0009134352340002004
feature_random_forest_v1,123,1,1,58,s0_gy_max,s0_gy,max,0.0016006877330691216
feature_random_forest_v1,123,1,1,59,s0_gz_max,s0_gz,max,0.0010428636822781125
feature_random_forest_v1,123,1,1,60,s1_ax_max,s1_ax,max,0.04352512450735996
feature_random_forest_v1,123,1,1,61,s1_ay_max,s1_ay,max,0.0009372383506661876
feature_random_forest_v1,123,1,1,62,s1_az_max,s1_az,max,0.0025068467847463747
feature_random_forest_v1,123,1,1,63,s1_gx_max,s1_gx,max,0.0014436480516869272
feature_random_forest_v1,123,1,1,64,s1_gy_max,s1_gy,max,0.00697071083915998
feature_random_forest_v1,123,1,1,65,s1_gz_max,s1_gz,max,0.0016582100330394464
feature_random_forest_v1,123,1,1,66,s2_ax_max,s2_ax,max,0.000990396058499483
feature_random_forest_v1,123,1,1,67,s2_ay_max,s2_ay,max,0.002686449292447296
feature_random_forest_v1,123,1,1,68,s2_az_max,s2_az,max,0.007686708444551759
feature_random_forest_v1,123,1,1,69,s2_gx_max,s2_gx,max,0.0016921877917917
feature_random_forest_v1,123,1,1,70,s2_gy_max,s2_gy,max,0.01652226371515319
feature_random_forest_v1,123,1,1,71,s2_gz_max,s2_gz,max,0.001379925720994103
feature_random_forest_v1,123,1,1,72,s0_ax_median,s0_ax,median,0.01950165872174595
feature_random_forest_v1,123,1,1,73,s0_ay_median,s0_ay,median,0.0021477741679421392
feature_random_forest_v1,123,1,1,74,s0_az_median,s0_az,median,0.007197580720672595
feature_random_forest_v1,123,1,1,75,s0_gx_median,s0_gx,median,0.0007413188195387317
feature_random_forest_v1,123,1,1,76,s0_gy_median,s0_gy,median,0.0004890845285785895
feature_random_forest_v1,123,1,1,77,s0_gz_median,s0_gz,median,0.0010425995495524762
feature_random_forest_v1,123,1,1,78,s1_ax_median,s1_ax,median,0.019648236490528187
feature_random_forest_v1,123,1,1,79,s1_ay_median,s1_ay,median,0.006522924839576863
feature_random_forest_v1,123,1,1,80,s1_az_median,s1_az,median,0.003917122869839297
feature_random_forest_v1,123,1,1,81,s1_gx_median,s1_gx,median,0.013664134710006569
feature_random_forest_v1,123,1,1,82,s1_gy_median,s1_gy,median,0.0013970786572916356
feature_random_forest_v1,123,1,1,83,s1_gz_median,s1_gz,median,0.002820638578514245
feature_random_forest_v1,123,1,1,84,s2_ax_median,s2_ax,median,0.003193443436862384
feature_random_forest_v1,123,1,1,85,s2_ay_median,s2_ay,median,0.003412846205601683
feature_random_forest_v1,123,1,1,86,s2_az_median,s2_az,median,0.00445704047861138
feature_random_forest_v1,123,1,1,87,s2_gx_median,s2_gx,median,0.0022537772487814848
feature_random_forest_v1,123,1,1,88,s2_gy_median,s2_gy,median,0.0012268145793401625
feature_random_forest_v1,123,1,1,89,s2_gz_median,s2_gz,median,0.001265716047432698
feature_random_forest_v1,123,1,1,90,s0_ax_energy,s0_ax,energy,0.004658682595146921
feature_random_forest_v1,123,1,1,91,s0_ay_energy,s0_ay,energy,0.0013544589866944649
feature_random_forest_v1,123,1,1,92,s0_az_energy,s0_az,energy,0.018501816874429023
feature_random_forest_v1,123,1,1,93,s0_gx_energy,s0_gx,energy,0.0009476415613890164
feature_random_forest_v1,123,1,1,94,s0_gy_energy,s0_gy,energy,0.007584624020176008
feature_random_forest_v1,123,1,1,95,s0_gz_energy,s0_gz,energy,0.0014319211647966202
feature_random_forest_v1,123,1,1,96,s1_ax_energy,s1_ax,energy,0.055198796528088734
feature_random_forest_v1,123,1,1,97,s1_ay_energy,s1_ay,energy,0.004727785178730043
feature_random_forest_v1,123,1,1,98,s1_az_energy,s1_az,energy,0.003919273278145431
feature_random_forest_v1,123,1,1,99,s1_gx_energy,s1_gx,energy,0.0008146436672898507
feature_random_forest_v1,123,1,1,100,s1_gy_energy,s1_gy,energy,0.005392285429607331
feature_random_forest_v1,123,1,1,101,s1_gz_energy,s1_gz,energy,0.0029606317891900063
feature_random_forest_v1,123,1,1,102,s2_ax_energy,s2_ax,energy,0.0046071182336587645
feature_random_forest_v1,123,1,1,103,s2_ay_energy,s2_ay,energy,0.001870442136053857
feature_random_forest_v1,123,1,1,104,s2_az_energy,s2_az,energy,0.011440811615508506
feature_random_forest_v1,123,1,1,105,s2_gx_energy,s2_gx,energy,0.004808017532787918
feature_random_forest_v1,123,1,1,106,s2_gy_energy,s2_gy,energy,0.01216658342274479
feature_random_forest_v1,123,1,1,107,s2_gz_energy,s2_gz,energy,0.0029025331964662414
feature_random_forest_v1,123,1,1,108,s0_ax_rms,s0_ax,rms,0.003570880611080952
feature_random_forest_v1,123,1,1,109,s0_ay_rms,s0_ay,rms,0.0016858868304582093
