model_name,total_params,encoder_params,aggregation_params,head_params,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1,mean_weighted_f1,std_weighted_f1,macro_f1_ci_low,macro_f1_ci_high,mean_best_epoch,n_success_runs,n_failed_runs
cnn_gru_literature_v1,13533,7032,0,165,0.5477777777777778,0.21112280669357547,0.504514684514816,0.24323423975369227,0.504514684514816,0.2432342397536923,0.3900979059519772,0.6202152424549698,65.11111111111111,18,0
cnn_lstm_literature_v1,15645,7032,0,165,0.5755555555555555,0.19012341670674582,0.5324827234303142,0.21657279636727989,0.5324827234303142,0.21657279636727989,0.4297629886454323,0.63338006687807,60.111111111111114,18,0
feature_linear_svm_v1,0,0,0,0,0.746111111111111,0.11562097507175421,0.721326918228006,0.13056563920600575,0.721326918228006,0.13056563920600578,0.6612486782916431,0.7828279485470191,0.0,18,0
feature_random_forest_v1,0,0,0,0,0.8055555555555555,0.09563949801335699,0.7845249924781911,0.1127832048348814,0.7845249924781912,0.11278320483488143,0.7317878001513041,0.8376471239011969,0.0,18,0
lee_style_cnn_lstm_2d_v1,62637,10728,0,2245,0.6622222222222222,0.16975654317468084,0.6268939297423978,0.2077630015513347,0.6268939297423979,0.20776300155133473,0.523712503243493,0.7165242396496089,37.0,18,0
rescnn_bigru_attention_lite_v1,38934,22432,1585,2245,0.7944444444444444,0.09945530666933443,0.7691308145395062,0.12808431577741966,0.7691308145395062,0.12808431577741966,0.7076484203493665,0.8269764709391504,18.0,18,0
tcn_literature_v1,32069,31904,0,165,0.7561111111111111,0.18254798117782287,0.7150783911240796,0.22143355162705988,0.7150783911240796,0.22143355162705985,0.6089775470524388,0.8154748865333296,15.722222222222221,18,0
transformer_encoder_lite_v1,39173,38832,0,341,0.7883333333333333,0.11739061101960223,0.7580488000668537,0.14321205869661557,0.7580488000668537,0.14321205869661557,0.6859914703966926,0.8188456608523291,12.11111111111111,18,0
