model_name,metric,mean,ci_low,ci_high,n
feature_xgboost_v1,accuracy,0.8155555555555556,0.7877777777777778,0.8416666666666667,18
feature_xgboost_v1,macro_f1,0.7961438852637317,0.7566545769591014,0.8327607758816781,18
feature_xgboost_v1,weighted_f1,0.7961438852637318,0.7566545769591014,0.8327607758816782,18
